landing_id,source_data_point_id,machine_status,baseline_decision,conflict_status,landing_confidence,risk_level,landing_action,suggested_module,source_title,source_page,topic,machine_reason,old_rule_match_count,old_rule_titles
landing-rule-0110,data-point-0110,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,竖向拉线门,1,竖向拉线门 •竖向拉线门是在飞瀑门基础上铣型而成的柜门 •尺寸限制：单扇门宽≤500mm，宽度＞450mm时，需两块拼接，高 度≤2300mm •门板厚度：20mm •穿带避让尺寸：20mm/30mm •开启方式：可推弹开启、抠手开启。无备,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,拱形藤编门尺寸限制 | 藤编门尺寸限制 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可推弹开启、拉手
landing-rule-0119,data-point-0119,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,超高经典/拱形/胶囊玻璃门,1,超高经典玻璃门/拱形玻璃门/胶囊玻璃门,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,超高拼框木门尺寸限制 | 拱形玻璃门尺寸限制 | 胶囊玻璃门尺寸限制 | 超高拼框玻璃门尺寸限制 | 美式木门尺寸限制
landing-rule-0142,data-point-0142,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,上翻门,1,上翻门（小螳螂） •门板面积(㎡)*门高(m)≤0.28 •开启方式：可推弹开启、抠手开启、五金拉手开启 •尺寸限制：门长度≤1040mm；真格栅上翻门长度＞765mm时需加竖撑 拼框门高度≤560mm；横纹平板上翻门（含展板门）高度≤50,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,拱形藤编门尺寸限制 | 藤编门尺寸限制 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 | 可推弹开启、拉手
landing-rule-0370,data-point-0370,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,铝框岩板门,1,铝框岩板门 •尺寸限制：300mm≤高度≤2700mm，300mm≤宽度≤500mm •门板厚度：22mm •门边框宽度：55mm •岩板厚度：6mm •门边框颜色：黑色 •开启方式：按弹开启 •适用铰链：所有铰链均适用。内嵌门铰链称宽度需,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,针式铰链铝框门尺寸限制 | 铝框岩板门尺寸限制 | 铝框岩板门板按长度加价 | 可推弹开启、抠手开启、拉手 | 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。
landing-rule-0391,data-point-0391,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,雪见推拉门,1,•尺寸限制：高度H≤1200；宽度W≤1200；拼框 门边框宽度外露30mm； •门板厚度：22mm； •横格栅条：无斜切边，宽度10mm，厚度:21mm， 横格栅条之间间距≈30mm，默认均分，有特殊 要求需标注及备注； •竖格栅条：无斜,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,可推弹开启、抠手开启、拉手 | 可推弹开启、拉手 | 可使用扣手、明装拉手 | 长拉手长度1100mm，可靠下安装，距边30mm，不可安装于其他位置 | 30mm，不可安装于其他位置。
landing-rule-0414,data-point-0414,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,儿童房家具设计要求,3,上表面离地高度不小于 600 mm床铺声明 上下床/高架床，上铺宽度均不能超过1.2M，为单人床尺寸，超过1.2M宽的高层产品定仅允许定制置物架，且置物架不提供休息功能，儿童 成人均不可在置物架上住宿。 √,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,床榻包括箱体床、架式床、儿童床、榻榻米
landing-rule-0574,data-point-0574,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,模块化儿童床设计要求,18,•挂梯错层床，挂梯落于下床、错落差值变化时，挂梯始终位于上床左侧，位置变动时，挂梯右侧距离下床床腿的距离L应满足：12≤L＜ 25mm 或 60≤L＜75mm 或 L≥200mm；挂梯落地、错落差值变化时，挂梯始终位于上床右侧，位置变动时，,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,设计时应注意上床距离房顶高度，以免无法起身，使用不便
landing-rule-0013,data-point-0013,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,书梯书柜,1,•指带有可滑动书梯的书柜。 •带有书梯的书柜高度建议≥2800mm •爬梯宽度500mm，爬梯总长≤2600mm •爬梯滑轨安装板净高度要求≥80mm；超高柜体如分段在 上，分缝处应在滑轨安装板下方。 •为方便攀爬，梯子上带有扣手，扣手尺寸,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,书梯书柜尺寸与滑轨安装要求
landing-rule-0216,data-point-0216,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,侧板通顶柜体设计应用,6,"≥40mm可通高侧板分段柜 适用于：上下分段侧板可水平放置于地面安装的柜体,如通高衣柜、书柜等 安装步骤：将分段侧板先水平放置于地面组装，待关键结构固定后再整体竖立。不可通高侧板分段柜 适用于：上下侧板由横向板件或岩板等断开的柜体，柜体高度",新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0255,data-point-0255,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,拼框背板,1,•背板宽度应控制在1100mm以内，高度2300mm以内；芯板任意一边长应≤500mm，特殊情,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,•背板宽度应控制在1100mm以内，高度2300mm以内；芯板任意一边长应≤500mm，特殊情
landing-rule-0268,data-point-0268,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,零食柜门,2,零食柜门 •零食柜体与层板间距需≥10mm；柜体深度需满足：60mm≤柜深≤100mm； •门板距地需≥10mm；柜体上左右距门板边缘40mm；底板距地：39mm； 零食柜体与层板间距需≥10mm顶板 零 食 柜 体门 板 层板 60mm≤,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,可使用扣手、明装拉手
landing-rule-0360,data-point-0360,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,铝框门说明及检索表,1,铝框门指门板框架为铝框的门板。 铝框门目前包括常规铰链铝框门、天地铰链铝框门和、针式铰链铝框门、铝框岩板门4种门型。 设计时，如使用天地铰链铝框门或针式铰链铝框门、铝框岩板门需备注，无备注默认为常规铰链铝框门。 为保证家具稳定性及后续正常使,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0411,data-point-0411,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,模块化儿童床设计要求,6,j)上床为树屋造型时，设计时应考虑围栏入口位置及树屋造型是否影响上床进出。大树屋可调整屋顶高度，树屋造型高度范围1025-1075mm， 调整时应调节竖称部分高度，范围750-1000mm，设计时应注意屋顶造型与房顶之间的距离，预留足够的安,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0424,data-point-0424,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,GB 28007-2024 婴幼儿及儿童家具安全技术规范,30,"f) 装配图,螺栓和其他锁紧机构装配图所需的所有零件和工具的清单和/或说明; g) 声明在儿童具备独立坐起能力之前不要使用产品; h) 声明如果产品任何部件损坏、破裂或缺失,都不得使用。 5.2 双层床要求 5.2.1 一般要求 产品应符合",新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0572,data-point-0572,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,模块化儿童床设计要求,9,g)所有踏脚板上表面的前边缘应在一 直线上，允差±20mm； 步深示意图 h)有效步深应不小于90mm(见右图)； i)位于踏脚板附近的构件(抽屉、翼板、门等)不应干扰踏脚板的使用空间； j)上层床铺面框架不可视为踏脚板；符合本条上述规定的,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。
landing-rule-0680,data-point-0680,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床榻说明,3,•定制梳背床等床头、床尾、床侧有护栏，供14岁以上人群使用的床榻时，应保证同一方向上相邻阻挡部件的净空间隙L应符合： 60mm≤L≤75mm。,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0684,data-point-0684,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,排骨架,1,所有床的排骨架统一为8公分宽的排骨条 单块排骨架 1.宽度≤1450mm时，排骨架数量为单 块。 2.排骨条均为80mm宽 3.排骨架间隙为15-25mm 主要适用于架式床、儿童床、侧翻床、 尾翻床等双块排骨架 1.宽度＞1450mm时，排,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,600mm需分为2个抽屉； | 设计时应注意上床距离房顶高度，以免无法起身，使用不便 | 床榻包括箱体床、架式床、儿童床、榻榻米 | 排骨架间隙为15-25mm 主要适用于尾翻箱体床等排骨架 榻榻米结构 | 尺寸 双层床上床及高架床床宽应≤1200mm（床垫尺寸） *高架床指床铺面（排骨架）的上表面离地高度≥600mm的床类产品 双层床上下床铺面之间净空距离建议不小于1100mm 双层床及高架床设计时应注意上床距离屋顶空间，防止上床后无法起身，离顶高度建议不小于900mm ≤1200mm 离地高度 离地高度
landing-rule-0686,data-point-0686,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,床垫限位器,1,•带举升器的箱体床默认安装床垫限位器，限位器规格为： 50*80*260mm（黑色）；尾翻箱体床限位器安装于床头方向， 尾翻床床垫宽度＜1500mm时安装1个，床垫宽度≥1500mm时 安装2个；侧翻箱体床限位器安装于侧面（与锁扣相反方 向,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0007,data-point-0007,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,洞洞板,1,•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默 认黑色 •孔洞为长方椭圆，可适配宜家洞洞板系统相关配件。 •洞洞板长宽尺寸可订制，根据尺寸大小，板件中间可能有竖撑结构，不影响挂放 配件；洞洞板不能把插座移到背,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0083,data-point-0083,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,挡条,6,•柜体设计需考虑安装空间，推荐添加柜体挡条，特殊情况下如客户特殊要求无挡条，应要求客户保证墙体平整度并量尺准确，同时备注于 合同中；以下分述不同情况下的挡条要求： •到顶柜体顶挡条高度要求≥50mm； •有石膏线的墙面，建议到顶柜体总高在石,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,3,窄边风格拆装时门盖牙称与顶挡条最少留出15mm | 60mm以下不能做居中圆扣手。 | 标准尺寸使用标准挂梯，定制尺寸时，应满足以下要求：
landing-rule-0148,data-point-0148,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,花瓣拉手,1,花瓣拉手 •花瓣拉手为铣型扣手的一种，只能用在20厚的平板门上；中间挡板材质为黑色磨砂亚克力。 •其圆弧半径有两种选项：50mm，80mm，不能更改数值；斗柜矮柜类建议用50mm，衣柜高柜类建议用80mm •不同场景在应用花瓣拉手时结构有微,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0150,data-point-0150,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,灯带,6,12mm集控双门碰感应开关(插拔头)05.64.0013；,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,4,可隔门板手扫雷达开关适用材质与灯带范围 | 12mm集控触模感应开关(插拔头)05.65.0012； | 适用于所有型号灯带 | 无线单面板动能开关
landing-rule-0235,data-point-0235,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,无牙称柜体,1,•无牙称柜体分为无前牙称柜体和无前后牙称柜体，需备注或在图纸中标注； •牙称高度≤250mm； •无前牙称柜体内空长度＞1200mm时，需加装一个暗支腿，暗支腿距前100mm，或由中间竖板落地； •无前后牙称柜体内空长度＞900mm时，需加,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,榻榻米组合柜空区加托称时需固定上墙
landing-rule-0239,data-point-0239,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,钻石柜,1,•钻石柜即五边形角柜，指柜体俯视图中有五边形区域的柜体。 •此类柜体设计时，如有接近三角形或四边形区域，不应直接设计为尖角，以避免机加工及运输时造成的板件尖角损坏，平边长度需＞105mm； 为保证板件稳定性，纹理方向板件长度≤1100mm，,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,抽屉应距离门板至少60mm特殊铰链
landing-rule-0241,data-point-0241,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,无底板柜,1,•无底板柜体常用于电器柜，如冰箱柜、洗衣机柜、消毒柜、扫地机器人柜等与内嵌电器组合的柜体。 •空区无背板时需在后方添加背板框，以保证柜体稳定性。背板框背称宽度80mm，厚度22mm，内退2mm，设计时应注意柜体内净进深。 •其他样式无底板柜,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0248,data-point-0248,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,挡条,2,脱缝挡条 •脱缝挡条：挡条厚度22mm，30mm≤宽度≤120mm，使用连接件与柜体连接。在图纸中应标注为红色； •脱缝挡条一般与外盖门柜体搭配使用，柜门左右上半盖，可见参考模型； 顶挡条与侧挡条关系 挡条与柜体关系及样式 挡条与柜体关系,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,5,窄边风格拆装时门盖牙称与顶挡条最少留出15mm | 可推弹开启、抠手开启、拉手 | 可推弹开启、拉手 | 60mm以下不能做居中圆扣手。 | 可使用明装拉手
landing-rule-0254,data-point-0254,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,拼框背板,1,•背板分为拼框背板与平板背板，其中拼框背板又分为卧装背板与平装背板。 •拼框背板为框嵌板结构，背称（边框）宽度50mm，厚度22mm；芯板厚度卧装8mm，平装 11mm。 •背板宽度应控制在1100mm以内，高度2300mm以内；芯板任意一,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,•背板宽度应控制在1100mm以内，高度2300mm以内；芯板任意一边长应≤500mm，特殊情
landing-rule-0262,data-point-0262,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,抽屉说明,2,•抽屉上面的层板需要承重的柜体，比如书柜、门厅柜坐凳位置、展示柜等，抽屉宽度要≤900mm ；＞900mm的时候需要分成两个抽屉， 并且两个抽屉中间加立板。抽屉说明 抽屉＞900mm时，需要分成两个抽屉，并且中间需加立板支撑抽屉上方层板，防,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0276,data-point-0276,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,上下翻门说明,1,•设计上下翻门时应在图纸中说明门板的开启方向及方式 •上下翻门做窄边框经典木门样式时，均为外盖，不可做内嵌门 •横向拉线上下翻门，柜门内嵌时，安装铰链的方向需留白至少20mm，以安装铰链 •上下翻门根据门板重量不同，两侧支撑数量会有变化（1,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0278,data-point-0278,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,上翻回收门,1,上翻回收门 •门长度≤1040mm，拼框门高度≤560mm •横纹平板上翻回收门（含展板回收门）高度≤500mm，门高＞450mm需要加中缝 •设计时应注意门高与柜体进深的关系，门高大于柜体进深时，应满足：门高-柜体进深≤1/4门高 •当上,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,2,60mm以下不能做居中圆扣手。 | 可抠手开启、五金拉手
landing-rule-0293,data-point-0293,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,模块化儿童床设计要求,17,•错层床和高架床的进出通道为梯柜时，若梯柜进深≥侧面床体宽度，则梯柜一侧无需加腿称； •梯柜的一侧有柜体相邻时，梯柜和柜体之间有缝隙需要加封板，具体宽度根据实际情况自行决定，外露边角为R10的圆角； 左侧有等宽柜体支撑，右侧有等宽梯柜， 左,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0295,data-point-0295,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,模块化儿童床设计要求,19,床底无支撑 床底有部分柜体支撑床底有等宽等长柜体支撑•所有高架床及错层床上床底部无柜体时，上床离地高度h≤1450mm，床底有部分柜体支撑时，离地高度h≤1600mm，床底有床体等长等宽柜体 支撑时，离地高度h≤1800mm；设计时应注意上,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,设计时应注意上床距离房顶高度，以免无法起身，使用不便
landing-rule-0501,data-point-0501,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,常规边角风格,11,•为方便查看尺寸，尺寸图中边角为直边，实物为圆边，可参考下页实物图与渲染图。 •图示为燕尾榫，该边角风格柜体默认为燕尾榫，不可做其他结构。 •外直角常用于组合柜体。 A B 外直角新古典圆边 A B 2626 26 26,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0828,data-point-0828,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,海棠角设计与应用,2,海棠角应用场景示意 抽面与搁板之间的海棠角应用 抽面与柜体、搁板之间也可以采用海棠角交接，不光 只有上下两个边可以做海棠角，最多可以四个边同时 做海棠角设计，但要注意：如果是抽屉是反弹开启时， 需预留反弹空间，所以反弹开启时的工艺会有略微区,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0836,data-point-0836,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,侧板通顶柜体设计应用,5,•可做侧板通顶结构柜体有：侧板不断开或分缝断开柜体；侧板之间安装可在地面完成，无需额外安装空间上下进深一致 的柜体，例如常规的书柜，衣柜，餐边柜； •不可做侧板通顶结构柜体有：侧板上下断开层板外露柜体；上下进深不一致的柜体；天地铰链铝框门柜,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0845,data-point-0845,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,海棠角边角风格,4,•图示为45°拼接结构，该样式边角不可做其他结构。 •使用该样式边角设计有门板的柜体时只能为普通门板的内嵌门。海棠边角-海棠角平边,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,当高柜使用海棠角斜边时，顶底板为直角平边，门板盖顶底板
landing-rule-0847,data-point-0847,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,柜体分类说明,1,柜体分类 •从家具结构来看，良禽生产的家具可分为拆装式家具与整装式家具。 •拆装式家具各零部件之间多采用各种连接件接合，可以多次拆卸和安装，如衣柜、书柜、床等。 •整装式家具各零部件之间多采用榫接合，不可拆装，如斗柜、床头柜、餐桌等。 •对,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0129,data-point-0129,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,常规推拉门,6,拼框木推拉门 拼框玻璃推拉门 真格栅推拉门 藤编推拉门 新古典格栅推拉门美式推拉门 单扇门宽≤1200mm 门宽＞650mm需加竖撑单扇门宽≤780mm 单扇门宽≤1200mm 门宽＞765mm需加竖撑单扇门宽≤1200mm 门宽＞650m,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,门宽＞650mm需加竖撑单扇门
landing-rule-0392,data-point-0392,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,日式障子门,3,日式障子门——活动格栅 格栅门为三扇时，最上面的格栅门为固定扇不能活动 格栅门为两扇时均为活动扇，上侧格栅门下端默认加拉手拉手固 定 门 板,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,默认双边居中内扣拉手
landing-rule-0510,data-point-0510,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,转角柜,4,平门铰链 常规铰链 大角度铰链 常规铰链+铰链称 门板外盖 铰链称宽度≥80mm 常规铰链+铰链称 门板内嵌 铰链称宽度≥门厚+80mm以下为带门分组转角柜常见开门设计方法，设计时应注意柜门开启时是否与邻柜柜门拉手冲突。 平行铰链+铰链称,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,3,L型层板后方均为背板 | 抽屉应距离门板至少60mm特殊铰链 | 30mm，不可安装于其他位置。
landing-rule-0006,data-point-0006,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,洞洞板,1,•金属洞洞板整体厚度20m，板件2mm厚，颜色可选黑色或白色，需备注，无备注默,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
landing-rule-0265,data-point-0265,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,抽屉悬空解决方案,1,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。
landing-rule-0266,data-point-0266,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,抽屉悬空解决方案,1,•外置抽屉下与柜门相接，抽屉悬空时，下方需加装横向拉条，规格 50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。 （以2个抽屉悬空为例） •外置抽屉下方如果是开放区域（没有柜门），则使 用层板 开放柜体 加层板抽屉悬空,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,50*20mm，默认门盖拉条，如需抽屉盖拉条须备注，注意会影响抽盒高度。
landing-rule-0512,data-point-0512,active_new_baseline_candidate,new_overrides_old_after_tests,old_overlap_shadow_required,high,P1-影响合同备注,接入报价前追问/拦截,precheck_quote:required_note_or_confirmation_gate,书梯书柜,2,•柜体圆边时，书梯滑轨安装板上下层板外侧圆边 外侧圆边 •爬梯滑轨安装板默认平板无造型，可做造型设计，选择增加造型时 需备注 •造型尺寸默认如右侧俯视图，槽间距默认6，可根据实际情况适当调 整，需要备注在合同中以及附有修改后的尺寸图纸 •注,新版高置信追问/拦截规则可自动推进；存在旧版相近规则，需 shadow 和回归测试后覆盖。,1,书梯书柜尺寸与滑轨安装要求
landing-rule-0726,data-point-0726,active_new_baseline_candidate,new_rule_addition,no_old_overlap,high,P1-影响能否下单,接入报价前追问/拦截,precheck_quote:dimension_or_limit_gate,定制并立书桌,1,SZ-07 定制并立书桌 桌长≤2400mm可不分段，桌长＞2000mm需考虑能否搬运及进入入户门，如不能， 则需在订单中注明此桌为拆装结构。 桌长＞2400mm为拆装结构，且需分段，在屉柜左右两侧做分段结构带屉定制款： 桌台长L≤1600,新版高置信追问/拦截规则，未发现旧版相近规则，可进入自动接入队列。,0,
